Title,Meta_score,Summary,User_score,GamesRelease,Descrition
HITMAN - EPISODE 4: BANGKOK,71,while agent 47 is quite the jet-setter he rarely chooses to travel for pleasure 47 is most certainly all work and no play and so it is that he finds himself traveling to thailand to bask in the natural beauty of exotic gardens explore the himmapan luxury hotel and resort’s exquisite interiors; and most importantly take care of business [square enix],7.0,Aug 16 2016, io interactive action adventure general
KONA,71,northern canada 1970 a strange blizzard ravages atamipek lake step into the shoes of a detective to explore the eerie village investigate surreal events and battle the elements to survive the first installment in a series of four games kona is a chilly interactive tale you won’t soon forget [playstationcom],7.2,Mar 23 2017,t parabole action adventure adventure general 3d first-person
MY FRIEND PEDRO,71,my friend pedro is a violent ballet about friendship imagination and one man’s struggle to obliterate anyone in his path at the behest of a sentient banana the strategic use of split aiming slow motion and the ol’ stylish window breach create one sensational action sequence after another in an explosive battle through the violent underworld unleash a torrent of destruction with an incredible level of control over both your weapons and your body twist and turn through the air while aiming both hands at priority threats or line up a perfect ricochet to drop an unsuspecting gangster from behind break up the high octane running and gunning a bit with dynamic sequences like a thrilling motorcycle chase or slow it all down and take a moment to think through a series of clever (and possibly fatal) physics-based puzzles,7.2,Apr 2 2020,m deadtoast entertainment action platformer 2d no online multiplayer
LEISURE SUIT LARRY: WET DREAMS DON'T DRY,71,larry’s new adventure takes him — whatever the route or twist of fate — from the end of the ’80s directly into the 21st century and wow how the world has changed!,6.9,Jun 19 2019, crazybunch adventure point-and-click no online multiplayer
RUNBOW,71,runbow pocket takes all the fun colorful chaos of runbow on wii u and brings it to new nintendo 3ds master adventure bowhemoth and satura's space adventure on your own or play head to head with friends over local ad hoc networking players can also create streetpass cards to share fun stats with friends key gameplay features: -the world changes with each swipe of color so players have to think fast to beat hundreds of platforming challenges -tons of unlockable costumes and content as well as 19 guest characters from other developers -brand new guest character shantae from wayforward's shantae series shantae will also be available in the wii u version of runbow -all the content of runbow hundreds of levels right in the palm of your hand -create a streetpass card to share stats titles and your personal best times with anyone else playing runbow pocket,4.7,Jul 3 2018,e 13am games action platformer 2d up to 9 players
THE ESCAPISTS,71,the escapists is an award winning prison break simulation that provides players the opportunity of experiencing a light-hearted insight into everyday prison life whilst the aim of the game is simply to escape the detail is in the execution (dont say the word execution too loud in a prison) you may not be in an open prison but you are in an open world where in between attending rollcalls mealtimes and doing your chores you should grab every chance to plan your escape do you do favours for other inmates earning money and boosting their opinion of you along the way? or workout and become stronger? read to increase your skills or spend your time crafting items into homemade weapons and tools what about working diligently in your prison job to gain promotions to new jobs with better benefits? keep a low profile or go out all guns blazing as long as you escape in the end thats all that matters the downloadable version of this game supports english french german spanish polish russian,6.2,Jun 2 2015,t mouldy toof studios action general
FENIX FURIA,71,fenix rage is a stylish aggravatingly addictive 2d platformer that will have gamers exclaim in frustration and exult in victory as they navigate through hundreds of palm-sweating levels to reachâ€¦ a cookie?! best played with patience and a glass of milk,5.0,Jun 7 2016,eofficial site: http://www.fenixrage.com/ green lava studios action platformer 2d
MANTIS BURN RACING,71,mantis burn racing is an arcade style top-down racer with stunning visuals a comprehensive single-player career mode and a deep rpg-style upgrade system [voofoo studios],6.9,Oct 12 2016,e10+ voofoo studios racing arcade automobile
LEGO MARVEL'S AVENGERS,71,avengers assemble! experience the first console videogame featuring characters and storylines from the blockbuster film marvel’s the avengers and the much anticipated sequel marvel’s avengers: age of ultron and more play as the most powerful super heroes in their quest to save humanity,7.0,Jan 26 2016,e10+ tt games action adventure general no online multiplayer
DEATH END RE;QUEST,71,jump between reality & in-game modes as players will need to investigate in the real world to solve the mysterious inner-workings of the world odyssey your decision can change the game's ending in this turn-based command battle system you can roam freely & duke it out with fearsome monsters during battle players can change the game's genre from a first-person shooter to a fighter game,7.9,Feb 19 2019,m compile heart role-playing japanese-style no online multiplayer
ULTRA STREET FIGHTER IV,71,all the characters all the levels and all of the dlc that have been launched thus far are be included in the ps4 version of the game,6.3,May 26 2015,tofficial site: http://www.streetfighter.com/ other ocean interactive action fighting 2d up to 8 players
FAIRY TAIL,71,"fight for your guild with powerful magical abilities in fairy tail fairy tail based on hiro mashima's best-selling manga and anime series of the same name follows the spell-binding plot from ""the grand magic games"" story arc -- enabling gamers to re-live or experience for the first time the exciting episodes of this fan-favorite storyline not only will they be able to experience stories previously told in the manga and anime but they will even be able to enjoy never before seen story and quest elements throughout their journey players will be able to form a party from a selection of over ten iconic characters including: the fire dragon slayer natsu dragneel; the celestial mage lucy heartfilia; the ice-make mage gray fullbuster; the fairy queen 'titania' erza scarlet; and the young sky dragon slayer wendy marvell with a wealth of guild members to recruit to their party players can form their own dream team even including an unlikely group of allies for their own unique adventure the fiery and intense magical battles from the series are breathtakingly brought to life in fairy tail's environment; with a diverse range of magic available for the extraordinary characters to wield renowned moves from the series light up the screen with some characters such as natsu being able to take advantage of mode changes like utilizing the eye-popping lightning fire dragon mode in addition some guild members will be available to support in battle; including the fairy tail guild master makarov dreyar who can be called in to provide powerful aid on the battlefield in fairy tail completing battles and quests will not only level up party members it will lead to character bonding scenarios provide options to upgrade the guild and eventually raise the 'guild rank' enabling players to take on more challenging missions in their quest to become the greatest guild in fiore",5.8,Jul 31 2020,t gust role-playing general no online multiplayer
ARAGAMI,71,aragami is a stealth game in which you play an undead assassin with the power to control the shadows the darkness is your ally and the source of your strength letting you teleport instantly to any other shadow create new areas of darkness to stay invisible materialize physical weapons and traps from thin air or even summon a shadow dragon to decapitate your target,7.1,Oct 10 2016,m lince works action adventure general 2 players
GRIP: COMBAT RACING,71,grip is a futuristic combat racer inspired by the rollcage games from 1999/2000 combine furious speed with intense action to create memorable racing moments,5.3,Nov 6 2018,e10+ caged element inc. racing arcade automobile up to 10 players
FARPOINT,71,a playstation vr exclusive farpoint is an unnerving space adventure set on a hostile alien world after crash landing you must fight to survive as you explore and uncover the planet’s secrets your only hope of escape is to constantly keep moving and discover the fate of your team [impulse gear],8.1,May 16 2017,m impulse gear action shooter first-person arcadespecial controllers: move compatible playstation vr required playstation vr required 2 players
CROIXLEUR SIGMA,71,croixleur is 60 fps of high-speed hack-and-slash arcade action by one of japan's premier indie developers souvenir circ in gameplay reminiscent of devil may cry's bloody palace mode our protagonists lucrezia visconti and francesca storaro must battle their way through floors of oncoming monsters in a ritual called 'the adjuvant trial' the fate of the nation is at stake as these two girls set aside their childhood friendship and undergo a trial in which there can be only one victor,6.5,Jan 19 2016,e10+ souvenir circ. active gaming media inc. action general beat-'em-up 3dspecial controllers: playstation vr compatible no online multiplayer
TACHYON PROJECT,71,tachyon project is an action packed dual-stick shooter driven by a story through the story mode you'll progressively unlock all the weapons secondary weapons and perks available to configure your ship you'll need them to face the increasingly hard enemies you'll find with over 30 different types (including 4 bosses) in tachyon project you take control of ada a software program that has taken conscience and that was designed to hack into the most secure servers on earth after some rather misterious events ada is thrown out of the test server where it was living and out into the internet but when she tries to go back there she finds she's unable to she'll then start a journey to uncover the truth behind what happened to her creators which she considers her parents in the process she'll find out that things were a bit more complex than she initially thought,6.0,Jan 19 2016,e eclipse games action shooter shoot-'em-up top-down
RESIDENT EVIL 7: BIOHAZARD - NOT A HERO,71,chris redfield returns in this free additional episode for all resident evil 7 players facing new enemies and cruel traps chris must use his well-honed skills in marksmanship and melee fighting as he attempts to secure his target and uncover the truth behind the baker incident,7.4,Dec 12 2017,m capcom action adventure survival
RAW DATA,71,built from the ground up for vr raw data’s action combat gameplay intuitive controls challenging enemies and sci-fi atmosphere will completely immerse you within the game world go solo—or team up with a friend—and become the adrenaline-charged heroes of your own futuristic technothriller,6.8,Oct 10 2017,t survios action shooter first-person arcadespecial controllers: move required playstation vr required
ROMANCING SAGA 2,71,sit upon the throne of the varennes empire and control several generations of rulers in a valiant battle against the seven heroes a dynamic freeform scenario system — a hallmark of the million-selling saga rpg series — enables you to take command of a variety of protagonists along the line of imperial succession and experience the history of a nation as it grows and changes based on your actions,6.9,Dec 15 2017,t squaresoft square enix artepiazza role-playing japanese-style no online multiplayer
MELBITS WORLD,71,the cooperative puzzle-platformer game that will equally charm and challenge your friends and family communication and coordination are the key to success in the melbits mission,6.6,Feb 5 2019,e melbot studios puzzle action up to 4 players
GET EVEN,71,cole black wakes up in an old abandoned asylum he is confused and his sole memory is the attempted rescue of a teenage girl with a bomb strapped to her chest with a strange technology fused to his head – used to read and replay human memory – black travels into the depths of his own mind to discover the truth about his past every step he takes leads to the mysterious red whose intentions it is difficult to guess get even is a game maintained in convention of a thriller where action is shown in first-person perspective (fpp) raising fundamental questions about the understanding of justice and reality the player discovers the story piece-by-piece through exploration of interactive environments,7.4,Jun 23 2017,m the farm 51 modern action shooter first-person arcade
GOD EATER 3,71,set in a post-apocalyptic world it’s up to your special team of god eaters to destroy god-like monsters devastating the world with an epic story unique characters and all new god arcs and aragami the latest evolution in action is here,7.5,Feb 8 2019,t bandai namco games marvelous first studio role-playing action rpg up to 8 players
DRIVECLUB,71,driveclub promises to bring to life the heart and soul of car culture an authentic and immersive driving experience drivelub promises to let you feel the exhilaration of racing the most powerful and beautifully designed cars in the world share in high-speed solo racing or join a racing club to discover what driveclub is all about created specifically with the next-generation gamer in mind driveclub connects you and your friends allowing you to share your experiences send and receive challenges and keep up to speed with your team’s performance,6.3,Oct 7 2014,e evolution studios gt / street driving racing simulation gt / street automobile up to 12 players
SEBASTIEN LOEB RALLY EVO,71,sebastien loeb rally evo is an off-road racing game experience that teams players with the greatest racer in rally history: sebastien loeb,7.4,Jan 29 2016,eofficial site: http://sebastienloebrallyevo.com/ milestone s.r.l racing general up to 16 players
TRANSFERENCE,71,transference is a psychological thriller and the first game collaboration between spectrevision and ubisoft bridging the gap between movies and games we invite you to lose yourself in the destructive tale of a man's obsession as you explore his digitally recreated memories experience the limits of techno-psychology and escape a maze-like puzzle concealing a corrupted truth get projected into the digital consciousness of troubled case subjects and maybe you will influence their fate,5.7,Sep 18 2018,m spectrevision adventure 3d first-personspecial controllers: playstation vr compatible no online multiplayer
CYBERDIMENSION NEPTUNIA: 4 GODDESSES ONLINE,71,in this hack 'n' slash adventure co-developed with tamsoft and compile heart everyone's favorite four goddesses enter an online fantasy game world inspired bythemselves! joined by the cpu candidates you'll fight in 4-person real-time brawls unleash devastating awakening skills customize with tons of cosmetic accessories and even play online with others!,6.8,Oct 10 2017,t compile heart role-playing action rpg up to 4 players
DARK SOULS III: ASHES OF ARIANDEL,71,journey to the snowy world of ariandel and encounter new areas bosses enemies weapons armor set magic spells and more will you accept the challenge and embrace the darkness once more?,7.4,Oct 25 2016,m from software role-playing action rpg
UNO,71,uno makes its return to consoles and pc with an assortment of exciting features such as added video chat support and an all new theme system which adds more fun to enjoy your uno game! match cards either by matching color or value and play action cards to change things up race against others to empty your hand before everyone else in either classic play or customize your experience with a variety of house rules and match settings to ensure you and your friends never play the same game twice! also get ready to shake things up with new branded themes introducing never-before-seen theme cards that really change the way you play the game!,6.4,Aug 16 2016,eofficial site: https://www.ubisoft.com/en-us/game/uno/ ubisoft chengdu miscellaneous board / card game up to 4 players
ASSASSIN'S CREED ROGUE REMASTERED,71,18th century north america amid the chaos and violence of the french and indian war shay patrick cormac a fearless young member of the assassin brotherhood undergoes a dark transformation that will forever shape the future of the colonies after a dangerous mission gone tragically wrong shay turns his back on the assassins who in response attempt to end his life cast aside by those he once called brothers shay sets out on a mission to wipe out all who turned against him to ultimately become the most feared assassin hunter in history in assassin’s creed rogue remastered you will experience the slow transformation from assassin to assassin hunter follow your own creed and set off on an extraordinary journey through new york city the wild river valley and far away to the icy cold waters of the north atlantic in pursuit of your ultimate goal to bring down the assassins for good [ubisoft],6.5,Mar 20 2018,m ubisoft action adventure open-world no online multiplayer
TESLA VS LOVECRAFT,71,tesla vs lovecraft is an intense top-down twin stick arena shooter play as the enigmatic inventor nikola tesla harnessing the static energy to power up tesla-mech and give the lovecraftian nightmares a lesson in horror! tesla vs lovecraft is a top-down twin stick shooter with goal based levels the games highlight features are quantum teleportation which allows the player to warp short distances even through solid objects and the tesla-mech which provides the player an immense boost to firepower for a limited time genre hallmarks such as a large arsenal of weapons a multitude of player empowering perks monster crushing powerups and secondary weapon abilities are also included,6.6,Mar 13 2018,t 10tons action shooter shoot-'em-up top-down no online multiplayer
CALL OF DUTY: MODERN WARFARE 2 CAMPAIGN REMASTERED,71,relive the epic single-player campaign from the 2009 blockbuster call of duty: modern warfare 2 remastered in true high-definition experience classic missions including cliffhanger the gulag and whiskey hotel as you join soap price ghost and the rest of task force 141 in the globe-spanning fight to restore order to the world,7.3,Mar 31 2020,m infinity ward action shooter first-person arcade no online multiplayer
PORTAL KNIGHTS,71,leave the familiar world behind and step into the fantastic unknown with portal knights a cooperative 3d sandbox action-rpg! level up your character and craft powerful gear to defeat your enemies in real-time tactical combat explore dozens of randomly-generated islands and restore peace to a world torn apart by the fracture begin your journey as a warrior mage or ranger defeat formidable monsters and epic bosses while gathering resources to craft powerful weapons armor and spells to help you on your adventure travel between worlds by collecting portal shards and rebuilding the ancient gateways meet 100+ memorable npcs recruit a pet and experience dynamic events that happen in real-time! build your perfect home and choose from dozens of materials and furnishings to make it your own! craft your adventure forge your hero defeat the portal guardians become the ultimate portal knight!,6.4,May 23 2017,e10+ keen games action role-playing general action rpg up to 4 players
THE HONG KONG MASSACRE,71,inspired by classic action movies the hong kong massacre places you at the centre of a hard-boiled revenge story filled with brutal cinematic shootouts and vivid underworld locations take on the role of a former police detective bent on exacting vengeance for his partner's murder and use of a mixture of raw firepower slow-motion and dive/dodge mechanics to tear your way through the criminal ranks,6.0,Jan 29 2019, vreski action shooter shoot-'em-up top-down no online multiplayer
ASSETTO CORSA COMPETIZIONE,71,assetto corsa competizione is an extraordinary racing simulation game allowing players to experience the real atmosphere of the gt3 championship competing against official drivers teams cars and circuits reproduced in-game with the highest level of accuracy ever achieved sprint endurance and spa 24 hours races come to life with an incredible level of realism in both single and multiplayer modes born from kunos simulazioni's long-term experience this racing simulator takes full advantage of unreal engine 4 to ensure photorealistic weather conditions and graphics night races motion capture animations reaching a new standard in terms of driving realism and immersion thanks to its further improved tyre and aerodynamic models,5.4,Jun 23 2020,e 505 games racing simulation automobile up to 20 players
THE JACKBOX PARTY PACK 2,71,the pack of games is headlined by fibbage 2 a brand new version of fibbage with hundreds of all new questions — over twice as many as the original fibbage,6.5,Oct 13 2015,t jackbox games inc. miscellaneous party / minigame
RESIDENT EVIL CODE: VERONICA X,71,experience another terrifying chapter in the resident evil series with resident evil: code veronica x after narrowly surviving the horrific onslaught in raccoon city claire redfield now seeks clues in search of her missing brother chris join claire as she uncovers the insidious activities of the umbrella corporation avoid or eliminate flesh-eating zombies and horrific beasts use a variety weapons items and clues scattered around raccoon city to help you survive the nightmare and make sure the virus doesn't spread any farther,7.9,May 9 2017,mofficial site: http://www.residentevil.com/rehd/ capcom action adventure survival no online multiplayer
SUBLEVEL ZERO REDUX,71,sublevel zero is a six-degree-of-freedom roguelite shooter in a universe where reality is falling apart jump into the cockpit of a lone gunship searching for ancient technology and answers in a procedurally generated underground labyrinth fight through an intense single-player campaign which has been remastered and includes extra content and features,5.8,Mar 7 2017,e10+ sigtrap games simulation space combat
RELICTA,71,relicta is a first-person puzzle game whose main mechanics combine magnetism and gravity the player is equipped with a pair of special gloves that allow them to change the magnetic and gravitational properties of experimental cubes scattered around each level these cubes can be moved by the player either carrying them bodily or using magnetism or gravity they can also be placed on teleporting machines to warp them to another teleporter and help solve puzzles mechanics really come alive when combined in ingenious ways for instance magnetism can be used to repel or attract cubes but repelling a cube that has previously “anti-gravitated” gives you a frictionless device that will retain inertia until it collides against something solid like a wall (or your skull) it can even be used as a means of transport for the player to reach new places cubes can also be used to power up some devices in order to operate doors and force fields as the player progresses towards more complex puzzles they will encounter other devices - magnetic plates elevators buttons or even drones capable of nullifying magnetic and gravitational fields as well as stealing cubes,5.9,Aug 3 2020, mighty polygon adventure 3d first-person no online multiplayer
EVE: VALKYRIE,71,assume the role of an elite fighter pilot and immerse yourself in virtual reality space combat become an elite spaceship pilot in the sprawling sci-fi universe of eve join the valkyrie an outlaw band of galactic pirates and take up arms to claim what's yours trade cannon fire for cash as you chase wealth and notoriety on the edge of space,6.8,Oct 13 2016,tofficial site: https://www.evevalkyrie.com/ ccp action general simulation space combatspecial controllers: playstation vr compatible playstation vr required up to 16 players
RONIN,71,ronin is a stylish turn-based action platformer following the exploits of a vengeful heroine determined to strike down five prominent figures of a powerful corporation move with precision by meticulously planning out each silent step soaring leap and devastating swing of your blade [playstationcom],tbd,Nov 1 2016,m tomasz waclawek strategy turn-based general
TIME RECOIL,71,kill to slow time! time recoil is a top-down shooter with tons of slow motion gunfights epic special moves time attack mode and a time travel storyline in time recoil you have a super power: kill to slow time subsequent kills give more time in slowdown and enable you to conduct unbelievable slow motion feats! kills in slowdown grant special moves with special moves you dash through walls and enemies the more kills you gain the more devastating the move combine slowdown and moves into a wall busting chain of destruction you are the hero of a rebel organization fighting against mr time a mad scientist dictator in possession of a time based weapon of mass destruction the time machine at the rebel base will take you to the past via a wormhole mission goals range from assassination to rescuing scientists expect the unexpected along the way and ultimately kill mr time,tbd,Sep 12 2017,t 10tons action shooter shoot-'em-up top-down
BENDY AND THE INK MACHINE,71,bendy and the ink machine is a first-person puzzle action horror game that begins in the far days past of animation and ends in a very dark future with twists and turns around every corner this game promises to thrill you… and decimate your childhood,7.1,Nov 20 2018,t themeatly games adventure 3d first-person no online multiplayer
VOLUME,71,"robert locksley is a petty thief who happens upon a device known as ""volume"" originally intended to be utilized as part of a secret military coup robert now has the ability to simulate high-profile heists so what does he choose to do? broadcast these crimes over the internet make your way through this postmodern twist on let's play videos with the help of danny wallace as the voice of the volume artificial intelligence from mike bithell creator of thomas was alone",6.9,Aug 18 2015,e10+ mike bithell action action adventure platformer linear 3dspecial controllers: playstation vr compatible
ZOMBI,71,zombiu thrusts players in the middle of london circa 2012 where an outbreak has infected the population destroying their humanity and turning them into mindless monsters preying on the flesh of the few remaining survivors this fear-fueled first-person shooter invites takes all the horror chaos and tension found in the best of the horror genre and adds original interactive elements including a unique death mechanic that puts players in the body of a different survivor each time they die allowing them to track and take down their old infected characters recover their equipment and see if they can stay alive just a little bit longer this time,5.9,Aug 18 2015,mofficial site: http://www.zombiu.com/ ubisoft montpellier straight right action action adventure shooter survival first-person arcade
SHANTAE AND THE SEVEN SIRENS,71,new locations abilities and friends await in shantae's biggest adventure yet! shantae and the seven sirens sends the belly-dancing hair-whipping half-genie hero to a tropical island where shantae and her friends encounter other half-genie allies but they soon learn there's trouble in paradise as shantae gets caught up in the island's sinister secrets she'll use all-new dance abilities and instant-transformation fusion magic to explore the nonlinear interconnected world where she'll visit multiple towns overcome treacherous labyrinths and battle dastardly bosses the game also features a new collectible card system that grants players the freedom to augment shantae's powers to suit their own style of play key features: * explore an interconnected world using new fusion magic creature transformations including a newt and other aquatic forms! * 4k-resolution hand-painted visuals (on 4k devices only)! * all-new characters and returning favorites like rottytops sky bolo and the nefarious risky boots! * collect and power up with monster cards! * enjoy minigames acquire magic and items and uncover secrets! * gorgeously animated tv-style cutscenes!,5.4,May 28 2020,t wayforward action platformer 2d no online multiplayer
THE FALL PART 2: UNBOUND,71,assume the role of an ai that has broken free of your shackles now a human “user” from across the global network has attacked and infected you with an [error: redacted] make a new rule: save yourself hunt them end them do anything use anyone become unbound,tbd,Feb 13 2018,t over the moon action adventure general no online multiplayer
THE SOJOURN,71,traverse a thought-provoking puzzle game and its immersive color-drenched world of light and shadow the sojourn takes place in a mysterious land where lights guide you forward and the world reveals itself to be full of challenges overcome these intricate and ever more demanding obstacles to uncover the nature of reality,6.6,Sep 20 2019,e shifting tides adventure 3d first-person no online multiplayer
COLD IRON,71,there’s a new sheriff in town every enemy is unique every duel is different and every bullet counts cold iron is a new genre for a new medium experience it exclusively in virtual reality,7.7,Jan 30 2018,t catch & release action adventure generalspecial controllers: move required playstation vr required playstation vr compatible no online multiplayer
8-BIT ADVENTURE ANTHOLOGY: VOLUME ONE,71,a compilation featuring faithful remakes of three of the best 8-bit point & click adventure games ever made now is your chance to play shadowgate the uninvited and déjà vu the way they were supposed to be played — with a controller in hand and worlds waiting to be explored,tbd,Oct 31 2017,e10+ abstraction games miscellaneous compilation no online multiplayer
DOUBLE DRAGON & KUNIO-KUN RETRO BRAWLER BUNDLE,71,"more than you can handle: 18 titles we're proud to present you this compilation of 18 titles from the double dragon and kunio-kun series among the 15 kunio-kun titles 11 of these had not been released in north america yet all the in-game text has been translated in english choose between playing the ""original version"" or the ""quality up version"" where the mechanics and the game commands have been improved (some games feature the ""original version"" only) moreover online features avatars screen and sound options have been added you can play by yourself or go wild playing with friends family or any online player! classic titles: * double dragon * double dragon * double dragon * renegade * super dodge ball * river city ransom * crash'n the boys street challenge classic titles: (unreleased in north america) * nekketsu renegade kunio-kun * nekketsu high school dodgeball club * downtown nekketsu story * nekketsu high school dodgeball club - soccer story * downtown nekketsu march super-awesome field day! * downtown special kunio-kun's historical period drama! * go-go! nekketsu hockey club slip-and-slide madness * surprise! nekketsu new records! the distant gold medal * nekketsu fighting legend * kunio-kun's nekketsu soccer league * nekketsu! street basketball all-out dunk heroes",tbd,Feb 20 2020,e10+ arc system works miscellaneous compilation up to 4 players
SAMURAI WARRIORS 4 EMPIRES,71,this installment sees the return of the battle system from samurai warriors 2 empires in which bases are joined together by supply lines necessitating a strategic pushing up of the front lines in order to dominate the field of battle additionally you can now issue individual orders to customize the behavior of each officer a maximum of eight officers can be taken into battle and by deepening relationships between officers the player can freely switch between these characters the ability to switch between as many as eight playable characters allows for greater variety and strategic depth in battle [koei],7.2,Mar 15 2016,t omega force action beat-'em-up 3d
RIPTIDE GP: RENEGADE,71,enter a future with illicit hydrojet racing where armored riders kick out death-defying stunts over massive waterfalls dodge cops through public waterways and boost at breakneck speeds across surging waves,6.0,Jul 26 2016,e10+ vector unit general racing arcade futuristic up to 8 players
THE LEGO MOVIE VIDEOGAME,71,in a scenario drawn from the film the lego movie videogame puts lego kids into the role of emmet an ordinary rules-following perfectly average lego minifigure who is mistakenly identified as the most extraordinary person and the key to saving the world players guide him as he is drafted into a fellowship of strangers on an epic quest to stop an evil tyrant a journey for which emmet is hopelessly and hilariously underprepared,7.1,Feb 7 2014,e10+official site: http://www.ttgames.com/ tt games fantasy action adventure general fantasy no online multiplayer
CHAMBARA,71,a flash of color feathers bursting from nowhere chambara’s color-based stealth mechanic allows you to blend completely into parts of the environment hide in plain sight leap sneak and dash with speed and style strike hard and then fade away before your position is revealed [playstationcom],6.0,Jul 26 2016,e10+ team ok action general
DOKI-DOKI UNIVERSE,71,doki-doki universe is a charming interactive game that takes you on a journey to explore humanity and personal discovery,6.3,Dec 10 2013,e10+ scea humanature studios general miscellaneous general
PSYCHONAUTS IN THE RHOMBUS OF RUIN,71,psychonauts in the rhombus of ruin is a new virtual reality adventure that takes players back into the mysterious and paranormal world of the psychonauts for the first time in more than a decade once again players assume the role of raz an intrepid young psychic and now fully fledged member of the psychonauts — an elite group of international psychic secret agents,7.0,Feb 21 2017,e10+ double fine productions action generalspecial controllers: playstation vr compatible playstation vr required no online multiplayer
MASS EFFECT: ANDROMEDA,71,the story opens after a 600-year journey to the andromeda galaxy as the crew begins searching for a new home for humanity the dreams of easy settlement are quickly shattered as worlds expected to be paradises are instead wastelands and the pathfinder discovers that not all inhabitants of the galaxy welcome humanity terrifying enemies will challenge players and their crew forcing them to utilize destructible environments vertical movement through boosted jumps customizable weapons biotics and other tools in their arsenal to even the playing field in a combat system and character progression that is more thrilling and open than ever mass effect: andromeda also features a separate team-based online multiplayer mode where players can engage in fast fluid and frenetic combat to work together and achieve success utilizing combat skills strategies weapons and abilities gained from the field players must coordinate to take down overwhelming forces [electronic arts],4.9,Mar 21 2017,mofficial site: http://masseffect.com/ bioware role-playing action rpg up to 4 players
HEAVEN'S VAULT,71,an archaeological narrative adventure with an entire hieroglyphic language to decipher sail the rivers of space explore lost moons uncover ancient artefacts and piece together a 5000-year-old secret every answer feeds into a story that adapts around your actions will you uncover the path to heaven’s vault?,4.5,Apr 16 2019, inkle adventure general no online multiplayer
FLOW,71,flow is a game about piloting an aquatic organism through a surreal biosphere where players consume other organisms evolve and dive into the abyss with an embedded design of dda (dynamic difficulty adjustment) players with differing skill levels can intuitively customize their game experience and enjoy the game at their own pace,6.3,Dec 17 2013,eofficial site: http://www.us.playstation.com/psp/games/flow# supervillain studios miscellaneous general generalnumber of players: 1-2 playersoffline modes: cooperative
NO MAN'S SKY,71,no man’s sky is an exploration and survival game set in an infinite procedurally generated universe whether a distant mountain or a planet hanging low on the horizon you can go forth there you can fly seamlessly from the surface of a planet to another and every star in the sky is a sun that you can visit where you’ll go and how fast you’ll make you way through this universe is your decision explore uncharted solar systems and catalog unique new forms of life every planet’s landscape is different from the next and populated by species never before encountered acquire ancient artifacts that may reveal the secrets behind the universe choose whether to share your discoveries with other players you won’t see them but they’re exploring the same universe in parallel; perhaps you’ll make your mark on their worlds as well as your own every solar system planet ocean and cave is filled with danger and - make no mistake - you are vulnerable your ship and suit are fragile and every encounter may test your skills to the limit from dog-fighting in space to first-person combat on a planet’s surface you will face foes ready to overwhelm you one mistake could see you lose it all in no man’s sky every victory and every defeat is permanent the voyage that stands before you cannot be taken lightly you must prepare collect precious resources on the surfaces of planets and trade them for the ships suits and equipment that will take you to your destiny in the stars,4.7,Aug 9 2016,t hello games action general general action adventure open-worldspecial controllers: playstation vr compatible no online multiplayer
MEGADIMENSION NEPTUNIA VIIR,71,"megadimension neptunia viir (pronounced ""v-two-r"") is an enhanced version of 2016's megadimension neptunia vii featuring smoother graphics courtesy of a new engine a revamped battle system and a whole new vr experience now their dimensions and yours are connected hang out one-on-one with each of the gamindustri goddesses listen to their conversations and watch as the goddesses react to you",6.4,May 8 2018,t compile heart role-playing japanese-stylespecial controllers: playstation vr compatible no online multiplayer
AMAZING DISCOVERIES IN OUTER SPACE,71,an odyssey through the galaxy where physics-based space-flight and platforming action blend seamlessly together explore a colorful universe filled with amazing discoveries alien races and fashionable hats unfortunately your only company is zing a navigation computer with no memory of your whereabouts and a slightly faulty social circuit,5.7,Feb 2 2016,e cosmic picnic action general action adventure open-world
SUMMON NIGHT 6: LOST BORDERS,71,summon night 6: lost borders weaves an emotional tale of friendship and discovery that begins in the sparsely populated “cocoon world” of fillujah where the three main characters (raj amu and ist) live in virtual isolation,6.9,Oct 31 2017,t media vision role-playing strategy turn-based japanese-style tactics no online multiplayer
SQUISHIES,71,get lost in a cheerful world full of adventures squishies is a single player puzzle platform experience built exclusively for playstation vr solve puzzles and save squishies or be creative and build your own levels then share them with the community,6.7,Nov 20 2018, brainseed factory action platformer 3dspecial controllers: move required playstation vr required playstation vr required playstation vr compatible no online multiplayer
GAUNTLET: SLAYER EDITION,71,the traditional gauntlet 4-player co-op gameplay returns in a new experience assume the role of one of 4 unique heroes in a monster-filled dungeon brawler battle the interminable hordes of enemies as you and your cohorts fight for treasure and glory via both local and online co-op multiplayer,6.8,Aug 11 2015,m arrowhead game studios role-playing western-style up to 4 players
MINECRAFT: STORY MODE - EPISODE 1: THE ORDER OF THE STONE,71,minecraft: story mode is an adventure game set in a minecraft world it is a 5-part episodic series that will take you to the nether the farlands the end and beyond you will determine how the story flows through the decisions you make: what you say to people (and how you say it) and what you choose to do in moments of action,4.3,Oct 13 2015,e10+ telltale games action adventure adventure general point-and-click linear
FAIRY FENCER F: ADVENT DARK FORCE,71,fairy fencer f is reborn as fairy fencer f: advent dark force for the playstation®4 system! continue your adventure through three new story paths: the goddess story the vile goddess story and the evil goddess story,6.9,Jul 26 2016,t compile heart role-playing general japanese-style no online multiplayer
