Title,Meta_score,Summary,User_score,GamesRelease,Descrition
SKY FORCE RELOADED,74,the best mobile shooter is now ready to rock your iphone!sky force reloaded is an award winning and highly acclaimed vertical shooter it features 3d interactive objects outstanding graphics special effects high quality soundtrack and 100% of pure gameplayever wanted to play a good arcade vertical shooter? this one is for you!----------------------------------------------press:ign review:95/10 - force your friend to buy this oneappsmilecom5/5 - with its recent introduction into the app store sky force reloaded (or perhaps re-reloaded) is a title no arcade junkie should misspocketgamer:10/10 - graphically sky force: reloaded is stunning the whole game screams qualitypocketplayersdeone of the best if not the best shooters!----------------------------------------------features:- 8 large levels- plenty of enemies- interactive environment elements*- upgradable weapons- dynamic weather (rain clouds wind)- highscoresrecommended for fans of raiden 1942 1945 ifighter siberian strike,7.5,Feb 1 2018,e10+ infinite dreams inc. action shooter shoot-'em-up vertical no online multiplayer
UURNOG UURNLIMITED,74,enter the wacky & whimsical world of uurnog uurnlimited where you have only one goal: find your way around the world and steal all the animals! why? because they're adorable and because video games uurnog uurnlimited is a delightfully silly 2d platformer inspired by games like super mario bros 2 lyle in cube sector and dyad play single-player or co-op explore the world through its many mysterious doors solve puzzles and gather the items and animals needed in your save room careful though -- the save room also saves your mistakes (urr nurr!) what else does it have you ask? chaotic neutral npcs that can mess with your game! algorithmic music that adapts to the gameplay! it's uurnbelievable! it's uurnexplainable! it's uurnog uurnlimited!,7.5,Nov 21 2017,e nifflas nifflas games action platformer 2d no online multiplayer
A-TRAIN: ALL ABOARD! TOURISM,74,all aboard! tourism is a one-way ticket to urban planning a-train the classic urban development simulation game that allows you to create the city of your dreams is now available on the nintendo switch become the president of your very own railroad company laying tracks and running your trains as you see fit however you will be responsible for more than the railroad you'll also be tasked with managing subsidiaries playing the stock market and participating in urban planning in order to develop and expand your town this latest installment in the a-train series introduces the element of tourism to the urban planning formula and focuses on building up towns into bustling tourism capitals providing realistic business management simulations of financing investing and more as well as a wide variety of customizable options for all your vehicles a-train: all aboard! tourism is packed full of features for you to explore but don't be overwhelmed—players old and new alike will be able to jump right into the series thanks to the fun and practical tutorials provided in the early stages so why not hop aboard the a-train with your trusted team of advisors and start crafting a bright future for your town?,tbd,Mar 12 2021, artdink simulation strategy management vehicle train business / tycoon no online multiplayer
ANGRY VIDEO GAME NERD I & II DELUXE,74,the angry video game nerd has been sucked into game land! it's up to you to guide him through three terrible and treacherous retro game worlds! angry video game nerd adventures: remassturd and angry video game nerd ii: reassimilated come together for the ultimate nerd experience! this is the definitive way to play the series and more! this deluxe collection brings you every stage from both of famously tough action platform games remixed & re-balanced plus an all-new never-before-seen final chapter to bring the experience together for the ultimate experience in nerd rage,8.3,Oct 30 2020,m freakzone miscellaneous compilation no online multiplayer
LODE RUNNER LEGACY,74,lode runner the action puzzle masterpiece is back at it in the white vans regain stolen gold from the enemies in the labyrinth play with your friends in local multiplayer mode create levels and characters and share with players all around the world,7.5,Mar 29 2018,e tozai games tozai games inc. puzzle action no online multiplayer
PORTAL KNIGHTS,74,leave the familiar world behind and step into the fantastic unknown with portal knights a cooperative 3d sandbox action-rpg level up your character and craft powerful gear to defeat your enemies in real-time tactical combat explore dozens of randomly-generated islands and restore peace to a world torn apart by the fracture,7.6,Nov 22 2017,e10+ keen games action role-playing general action rpg no online multiplayer
DARKSIDERS GENESIS,74,from the dawn of creation the council has maintained the balance across existence carrying out their orders are the horsemen nephilim (powerful beings spawned from the unnatural union of angels and demons) who have pledged themselves to the council and been granted immense power however this power came at a tragic cost: the horsemen were ordered to use their newfound strength to wipe out the rest of their kind what followed was a bloody battle on eden where the horsemen obeying the will of the council annihilated the nephilim darksiders: genesis is an action/adventure that tears its way through hordes of demons angels and everything in-between on its way to hell and back with guns blazing and swords swinging genesis gives players their first look at the world of darksiders before the events of the original game as well as introduces the horseman strife,7.5,Feb 14 2020,t airship syndicate entertainment role-playing action rpg 2 players
ICEY,74,"[about this game] icey is a 2d side-scrolling action game as you follow the narrator's omnipresent voice you will see through icey's eyes and learn the truth about her world ""alright you caught me! this isn't really just a simple 2d action game and you won't be seeing through icey's eyes nor will you learn the truth about her world"" says the narrator ""icey is a meta game in disguise the narrator will constantly urge you in one direction but you must ask ""why? why am i following his directions? why can't i learn the truth about this world and icey's purpose here?"" fight against his tyranny and uncover what's really going on for yourself! in fact you can become icey and let loose the shackles of your own identity you are icey and icey is you if you want it that way feel free to keep hold of your own self if you wish now is the time for you to discover the truth [features] fast-paced combat: crush enemies in the palm of your hand attack! dodge! counterattack! do not hesitate this is the only way to survive! incredible combos: with simple controls amazing combos are easy to unleash even for beginners every skill is special in its own way master your favorites and create your own fighting style! massive cyborg bosses: can you withstand the onslaught of attacks from terrifying cyborg bosses? every boss unleashes flurries of different attacks it's up to you to find their weak spots and tear them apart! -nominated tokyo game show 2016 dengeki playstation best indie game -official selection 2016 gamescom indie arena booth -most promising game 2nd prize taipei game show 2016 -official selection casual connect asia 2016 -official selection igf china 2015 -best technology award indieplay 2015",8.3,May 31 2018,e10+ x.d. network inc. action platformer 2d no online multiplayer
THE ROOM,74,following a trail of mysterious letters you find yourself entangled in a journey shrouded with secrets and deception trapped in the room with only an elaborate puzzle box you must delve into the unknown using only your wits to unlock the answers you desperately seek,7.4,Oct 18 2018,e fireproof games adventure general no online multiplayer
THE RAVEN REMASTERED,74,london 1964 an ancient ruby is stolen from the british museum at the crime scene: a raven feather is somebody trying to follow in the footsteps of the raven the legendary master thief who disappeared years before? constable anton jacob zolner finds himself in the middle of the kind of murder mystery he so far only knew from reading his favourite crime novels nothing is what it seems everyone has something to hide and the raven is always one step ahead,6.5,Jan 22 2019,t thq nordic adventure point-and-click no online multiplayer
SEMBLANCE,74,semblance is a innovative platformer with deformable terrain set in a beautiful minimalist world it's a game that asks what if you could deform and reshape the world itself? semblance takes the idea of a 'platform' in a platformer and turns it on it’s head what if platforms were actually part of the gameplay part of the way you solved problems?,7.3,Jul 24 2018,e nyamakop action platformer 2d no online multiplayer
STARLINK: BATTLE FOR ATLAS,74,starlink: battle for atlas is an action-adventure game through which you assemble a custom starship model mounted to your game controller to launch into an interplanetary adventure lead a group of heroic interstellar pilots who use modular starships to mix and match their unique gear and skills on the fly travel the stars to unite the galaxy against villainous destructive forces modular customizable starships: mix and match pilots hulls wings and weapons to assemble the starship of your dreams with a level of customization and creativity changes to your physical ship instantly appear in-game allowing you to immediately jump into the battle starships at your fingertips - take control of your starship in a whole new way your custom starship attaches directly to your game controller as you pilot through atlas open living star system - travel seamlessly through the vast exotic alien worlds of the atlas star system full of unique challenges to discover and overcome explore 7 massive unique planets and space plus fly directly from the planet into space for more battles and back to another world creative combat - build your unique play style experiment with different pilot abilities and weapons to discover and unleash devastating combos upon your enemies and overcome deadly challenges [ubisoft],7.8,Oct 16 2018,e10+ ubisoft toronto simulation space combat no online multiplayer
THE COMA 2: VICIOUS SISTERS,74,mina park a student of sehwa high awakens at night in her school it isn't long before she realizes that something is amiss the once-familiar school where she spends her evenings studying looks twisted by something dark and sinister she finds herself pursued by someone or something that looks eerily like her teacher to survive mina must venture beyond the boundaries of her school and into the surrounding district there she will encounter strange creatures mysterious strangers and uneasy allies the coma 2: vicious sisters is an atmospheric story-driven game immerse yourself in the warped sehwa district as you encounter an engaging cast of characters solve puzzles discover revealing clues and fight for survival against a relentless psycho heroines forced to confront their worst fears rarely emerge unscathed over the course of the story mina will encounter dangerous scenarios from which she could sustain permanent damage craft items to anticipate future dangers to avoid injury dark song is now more fearsome and powerful than ever before falling into her grasp could spell instant death running and wielding your flashlight makes you an easy target you must precariously balance the urgency of exploration with your absolute need to survive!,tbd,Jun 19 2020,t devespresso games action adventure survival no online multiplayer
FREEDOM FINGER,74,freedom finger sends you blasting punching and smashing your way across 37 levels of crazy cartoon action featuring a unique soundtrack including music by red fang aesop rock metz power trip com truise white fence ty segall makeup and vanity set true widow the radio dept drab majesty john maus vektroid danimal cannon cleaners from venus and many more freedom finger features classic shmup gameplay blended with melee combat! you're flying a giant fist so use it! punch toss and smash enemies to smithereens! the unique grab attack allows you to capture enemies; use them as a shield or wield their guns against their own comrades,7.5,Sep 27 2019,t wide right interactive action shooter shoot-'em-up horizontal no online multiplayer
BATBARIAN: TESTAMENT OF THE PRIMORDIALS,74,batbarian: testament of the primordials is a snarky action-adventure puzzle game with a good dose of humor explore hundreds of secret-filled rooms fight big bosses gather companions for your party and use the powers of pip -your bat buddy- to solve puzzles and escape the eldritch abyss,tbd,Oct 15 2020, unspeakable pixels action adventure general no online multiplayer
GUNBRICK: RELOADED,74,roll your way through this action packed puzzle platformerthe gunbrick - a gun one side a shield on the other,tbd,Apr 9 2020,e10+ nitrome puzzle action no online multiplayer
MINDSEIZE,74,mindseize is a single player 2d metroidvania game set in a sci-fi universe explore untamed planets and stop the mysterious organization that stole the mind of your daughter you play as the private investigator mc fox who is chasing a dangerous criminal organization 'the ascended' across the universe the first confrontation between mc and the leader of the ascended severely injured mc and left him crippled they also managed to seize the mind of his daughter taryn this left only one choice for our protagonist: hire a crew connect his consciousness into a robotic body called mag and continue the chase!,8.2,Sep 29 2020, kamina dimension action platformer 2d no online multiplayer
IMMORTAL REDNECK,74,immortal redneck mixes old-school first-person shooter action with rogue-lite mechanics frantic gameplay twitch controls and an arcade-style feel meet randomly generated dungeons a complete skill tree permanent death and nine classes with different traits,7.5,May 10 2018,m crema games action shooter first-person arcade no online multiplayer
DEVIL MAY CRY,74,legends tell of a demon swordsman named sparda who awoke to justice and rebelled against the devil waging a one-man support of the human world now 2000 years later a dark figure named dante--private investigator of the supernatural--finds clues that the devil is rallying to rise up again against mankind by dante's demon blood you enter this dark realm of demonic marionettes unearthly phantoms grim reapers and other retched souls transform to a demon state to inflict devastating attacks on enemies in this gothic battle of good against evil,8.3,Jun 24 2019,m capcom action adventure linear no online multiplayer
SUPER MUTANT ALIEN ASSAULT,74,three fleets of spaceships flee a doomed earth carrying the last humans in cryostasis pursued by aliens its up the lowly security droids to save humanity taking up arms solo or with a friend you must dance with death in a brutal and addictive arcade platformer shooter inspired by super crate box and stuffed to the brim with unlockables fight through rapid fire single screen levels each with a random combination of platform layout objective vending machines and enemies dodge and weave amongst the aliens to stay alive but dont leave them standing too long or the ships radiation will mutate them into bigger nastier versions only by unlocking and mastering the wild variety of weapons explosives special abilities defense moves and perks can you hope to survive across all three galaxies rid your ship of the mutant menace and get back to that nice boring life you had before this nightmare,tbd,Jul 12 2019,t cybernate action platformer 2d no online multiplayer
MONSTER SANCTUARY,74,embark on an epic adventure using the powers of the monsters you collect and the team you build to unlock an ever-expanding world on your quest to become the ultimate monster keeper you’ll unravel the cause of a mystery that threatens the peace between humans and monsters,8.2,Dec 8 2020,e10+ moi rai games action adventure general no online multiplayer
SUMMER CATCHERS,74,embark on an epic road trip adventure of a lifetime in summer catchers with your trusty wooden car you must travel to distant lands full of mystery strange creatures and exciting races in your quest to finally experience summer however the journey won't be easy driving through shadowy forests dark swamps vast valleys and underground cities you will encounter obstacles and larger than life situations with your trusty travel bag in hand you can work your way through these uncharted lands and just like in real life find a few friends and secrets along the way key features: - a unique arcade game that mixes racing story rhythm and puzzle elements all into one - uncover all the mysteries and events of this beautiful pixel art world - discover unique abilities and upgrade your car to ride in style - replay the game to find all the hidden corners the fast traveller might have missed,tbd,Feb 11 2021, noodlecake studios adventure general no online multiplayer
ALDER'S BLOOD,74,alder's blood is a stealth tactical turn-based game set in a grim world where nature stood against humanity and repelled the civilization use a wide variety of weapons stay in shadows and prepare deadly traps to survive in combat,7.6,Mar 13 2020,t shockwork games strategy turn-based tactics no online multiplayer
VOID TRRLM(); //VOID TERRARIUM,74,in a world contaminated with toxic fungi a discarded maintenance robot finds a girl named toriko on the brink of death among the discarded junk in a scrapyard to reinforce the terrarium as well as toriko’s poor health the lone robot must venture into the wasteland to gather resources while battling the vagrant machines and mutated creatures that roam there from the creator of a rose in the twilight and htol#niq: the firefly diary this harrowing roguelike adventure combines cute visuals with a somber yet whimsical post-apocalyptic story install various equipment skills knacks and parts you find on your expeditions to improve your ability to explore the wasteland and fight enemies while preventing threats to toriko’s health choose your loadout wisely as you fight through procedurally generated levels in turn-based combat no two adventures are alike when braving the toxic wastes,7.2,Jul 14 2020,t nippon ichi software role-playing roguelike no online multiplayer
USE YOUR WORDS,74,"grab a few friends and get ready to laugh use your words is the party game for funny people and their unfunny friends! use your words is a game that invites players to respond to a variety of mini-games and prompts with the funniest answers they can think of! players play using their phones and tablets as controllers making game-play seamless and quick to pick up players who get stumped can use one of the hidden ""house answers"" to lay a trap for their fellow players once it's time for everyone to vote for their favorite whether you're a total novice or a world-famous comedian we guarantee hours of non-stop hilarity so grab a few friends and get ready to laugh along with use your words!",7.5,Aug 3 2017,m smiling buddha games miscellaneous party / minigame
TESLA VS LOVECRAFT,74,tesla vs lovecraft is an intense top-down twin stick arena shooter play as the enigmatic inventor nikola tesla harnessing the static energy to power up tesla-mech and give the lovecraftian nightmares a lesson in horror! tesla vs lovecraft is a top-down twin stick shooter with goal based levels the games highlight features are quantum teleportation which allows the player to warp short distances even through solid objects and the tesla-mech which provides the player an immense boost to firepower for a limited time genre hallmarks such as a large arsenal of weapons a multitude of player empowering perks monster crushing powerups and secondary weapon abilities are also included,7.1,Mar 16 2018,t 10tons action shooter shoot-'em-up top-down no online multiplayer
THE SHROUDED ISLE,74,who will you sacrifice your excellency? sinners in this isolated village try to hide their dark secrets but heretics must be purged for your salvation,tbd,Jan 17 2019,t jongwoo kim simulation general no online multiplayer
CRAYOLA SCOOT,74,creativity wins in this colorful freestyle scooter championship in crayola scoot more tricks mean more color – and color can change the world in impossible ways it’s time to make your mark on the scootpark,tbd,Oct 16 2018,e climax studios outright games sports individual other no online multiplayer online multiplayer
SEGA AGES: WONDER BOY IN MONSTER LAND,74,wonder boy is back! but this time he's playing for keeps no more cute dolls fruit or milk now it's swords armor shields labyrinths and fire-breathing dragons help wonder boy through 12 perilous monster-filled levels of challenging adventure!,7.6,Jun 27 2019,eofficial site: http://www.nintendo.com/games/detail/lnbjslehsinavkgxahvlnc5ge2k0gmmz sega m2 action adventure general no online multiplayer
SEGA AGES - COLUMNS II: THE VOYAGE THROUGH TIME,74,match jewels fossils and disks as you jump through time control the falling pieces and aim for three-in-a-row to clear the screen before they stack to the top! switch between multiple game modes like flash columns where you target flashing jewels and unlock secret jewel case characters or versus columns where you challenge your friends want to level up your game? challenge online mode to encounter players from all over the world sega ages columns ii brings back its fun and exciting puzzle gameplay in its beloved retro form for both old and new fans alike,tbd,Oct 17 2019,e sega m2 puzzle matching no online multiplayer
QV,74,start a dimension-jumping adventure with quby! in a universe dimensions are connected to each other in the center of the passages lies dimensional core keeping the balance between dimensions this balance began to collapse when the core stopped working unless someone gives a helping hand soon the universe will follow the gate doesn't let anyone into the dimensional core but quby as the last descendant of chosen ones can access the gate to restore the balance between dimensions quby opens a portal to the gate with varon the talking penguin she must explore the long-forgotten ruins of her ancestors and find a way to reactivate the core let the journey begin!,tbd,PC, izzle action action adventure general platformer 3d
RESOLUTIION,74,an old killer escorts a curious ai through chaotic combat puzzling secrets and unsettling calm in a dreamscape of madmen and sane animals resolutiion is a fast-paced action-adventure created by two angry german brothers leading a band of vagrants who loaded it with lovely pixels dirty jokes deep ideas and badassemotional tunes for 20 hours of punishing combat rewarding exploration and layered storytelling will you be the player or will you be played? in the infinite empire nothing is as it seems explore a fractured future gathering weird weapons and stories to piece together the past: a friend betrayed a family broken worlds at war to solve the mystery of the cradles take on a multi-cultural-mashup of cynical gods emotional machines zealots luddites and furry critters in a world that doesn’t care if it confuses or kills you — oh hey a kitty!,tbd,May 28 2020,t monolith of minds action adventure linear no online multiplayer
ONE LINE COLORING,74,over 100 carefully designed models to uncover and collect 6 unique themes to showcase completed models playful scenes presented as dioramas for players to create pastel eye-catching visuals to relax our mind engaging dot connecting mechanics to spice up the gameplay fresh twist to a classic dot-to-dot games creative puzzles easy for children engaging for adults,tbd,Aug 21 2020, mythicowl miscellaneous application no online multiplayer
NEED FOR SPEED: HOT PURSUIT REMASTERED,74,feel the thrill of the chase and the rush of escape in need for speed™ hot pursuit remastered on nintendo switch™ unleash a savage sense of speed both as an outlaw and a cop in the world's hottest high-performance cars outsmart the heat or take down lawbreakers with the tactical weaponry at your disposal in a heart-pumping socially competitive racing experience updated with enhanced visuals cross-platform multiplayer – including the asynchronous competition powered by autolog – plus all additional dlc content this is the ultimate edition of criterion games’ critically acclaimed need for speed debut it’s time to reignite the pursuit cross-platform multiplayer and autolog – bolt down the winding seacrest county roads headfirst in racing that is socially competitive at its core the groundbreaking autolog connects you and your friends in head-to-head pursuits and races and instinctively delivers challenges based on your friends’ activities this highly dynamic system is fueled by friendly competition and is now supported with cross-platform sync and new multiplayer gameplay so that you can race each other no matter what platform you are on all dlc included plus more updates – get all the additional dlc content delivered at launch including an extra six hours of gameplay and more than 30 challenges brand new achievements wraps car colors reduced hard stops an updated photo mode and gallery and multiple quality of life updates create an even more well-rounded gameplay experience this time around exotic cars with weapons – drive the world’s most desirable supercars on both sides of the law bust suspects in supercharged cop interceptors enhanced with tactical weaponry or level the playing field with counterattacks and defensive maneuvers as an elite racer strategize to gain an edge over the competition no matter what side you’re on! chase and escape – a deep and fully-defined single-player career delivers the action of both cops and racers with a seamlessly linked multiplayer experience across all race modes take on friends or play through the career solo to earn bounty and unlock new cars weapons and equipment enhanced visuals – need for speed: hot pursuit remastered delivers a timeless racing experience updated for today’s generation of hardware with enhanced visuals,8.2,Nov 13 2020,e10+ criterion games racing arcade automobile up to 8 players
JOTUN: VALHALLA EDITION,74,in jotun you play thora a norse warrior who has died an inglorious death and must face the challenges of viking purgatory to prove herself to the gods and enter valhalla,6.6,Apr 27 2018,t thunder lotus games action general no online multiplayer
TRIALS OF MANA,74,when the world was shrouded in darkness the goddess of mana drew forth the sword of mana to smite the eight benevodons monsters of destruction she sealed the horrors inside the eight mana stones bringing the realm back from the brink weakened from rebuilding the world the goddess changed herself into a tree and fell into a deep sleep for many years however the forces of evil soon sought to free the benevodons to gain control of the world they started a terrible war to further their plot and destabilize the kingdoms peace was at an end mana itself began to disappear from the world and the mana tree started to wither,7.7,Apr 24 2020,t square enix grezzo xeen role-playing action rpg no online multiplayer
GHOSTS 'N GOBLINS RESURRECTION,74,ghosts ‘n goblins resurrection is a reboot that brings the beloved capcom franchise back to life and into the 21st century paying homage to ghosts ‘n goblins and ghouls ‘n ghosts the latest entry combines the franchise’s action platforming gameplay with storybook-like graphics and challenging new obstacles the game follows the valiant knight arthur as he runs jumps and battles his way through eerie stages set in the demon realm a demonic fantasy world brave knights will need to proceed with extreme caution as terrifying dangers await including familiar enemies like zombie skeleton murderer pigman and red arremer ghosts ‘n goblins resurrection is a nostalgic yet fresh adventure that welcomes back its faithful fans while introduces a new generation of heroes to challenge one of gaming's classic series,6.9,Feb 25 2021,e10+ capcom action platformer 2d no online multiplayer
NBA 2K18,74,shape your myplayer and write your own narrative build your dream myteam take control of the league or prove you're the best of the best by competing against players from around the globe,4.3,Sep 15 2017,e10+ visual concepts sports team basketball sim up to 10 players
ACA NEOGEO: BIG TOURNAMENT GOLF,74,the player picks one of six available golfers and competes on a number of golf courses around the world including japan (fujiyama oriental golf club) america (grand canyon golf course) australia (blue lagoon golf course) and germany (baden golf course) the game features two modes of play the first is stroke play in which the player attempts to get the best score by playing all 18 holes the second is match play in which two players compete to see who can win more of the 18 holes get ready to hit the fairway!,7.3,Mar 23 2017,e hamster snk corporation sports individual golf sim no online multiplayer
THE BRIDGE,74,the bridge is a 2d logic puzzle game that forces the player to reevaluate their preconceptions of physics and perspective it is isaac newton meets m c escher manipulate gravity to redefine the ceiling as the floor while venturing through impossible architectures explore increasingly difficult worlds each uniquely detailed and designed to leave the player with a pronounced sense of intellectual accomplishment the bridge exemplifies games as an art form with beautifully hand-drawn art in the style of a black-and-white lithograph,6.8,Sep 7 2017,eofficial site: http://thebridgeisblackandwhite.com/ the quantum astrophysicists guild puzzle general logic no online multiplayer
QUEST OF DUNGEONS,74,quest of dungeons is a turn based dungeon crawler game a roguelike an evil dark lord has stolen all the light so your mission is to enter his lair and defeat him the dungeons layout is procedural so you won't find items/enemies in the same place each time you play an unspecific evil dark lord has stolen all the light so your mission is to enter his lair and defeat him by playing as either a warrior a wizard a assassin or a shaman you have to traverse dungeons defeat enemies and loot everything you can in order to survive you can learn new skills in tomes you find along the way and buy/sell items at shops the entire game is procedural so you won't find items/enemies in the same place each time you play,7.4,Sep 14 2017,e10+ flyhigh works upfall studios role-playing roguelike no online multiplayer
BLOODSTAINED: RITUAL OF THE NIGHT,74,you are miriam an orphan scarred by an alchemist curse which slowly crystallizes your skin you must battle your way through a demon-filled castle summoned by gebel your old friend whose body has become more crystal than flesh * exploration: bloodstained's story unfolds as you explore gebel's hellish castle; a sprawling structure that features a variety of locations as you explore the massive castle you'll find warp gates that will allow you to travel quickly without having to backtrack too much * rpg elements: it's not an igavania without leveling and bloodstained will be no exception in addition to the classic elements everyones come to expect enemies in bloodstained will drop a wide variety of items materials and magi-crystals necessary to create the items that will get you safely through gebels castle * crafting: as you explore fight enemies and complete quests you will gain experience and become more powerful acquiring a variety of weapons along the way enemies will also drop materials you can use to craft new weapons and abilities using miriam's training in alchemy,5.5,Jun 25 2019,t artplay action role-playing platformer action rpg 2d no online multiplayer
BROFORCE,74,a ridiculously violent platform game about being awesome action heroes from the 80s and 90s while slaying satanic terrorists and aliens while unraveling an evil plot to destroy the planet while dealing with being awesome action heroes from the 80s and 90s,7.8,Sep 6 2018,mofficial site: http://www.freelives.net/ free lives action platformer 2d no online multiplayer
PITFALL PLANET,74,play as the two astrobots who after being stranded and separated from their ship must traverse the subterranean caves of the ruined planet overcoming its many perils in the process,tbd,Apr 4 2019, bonfire games puzzle action no online multiplayer
WARHAMMER AGE OF SIGMAR: CHAMPIONS,74,command powerful factions & legendary champions in this warhammer age of sigmar trading card game we are sigmar’s champions thousands of players are heralding the new era – the age of sigmar in this epic warhammer trading card game born from magic and fantasy deploy units and unleash deadly magical abilities while completing quests to earn blessings from the gods only the mightiest of warriors will stand victorious in this battle for the mortal realms spanning both physical and digital worlds,tbd,Apr 16 2019,t playfusion ltd. strategy turn-based card battle no online multiplayer
STAR OCEAN: FIRST DEPARTURE R,74,space date: 346 from a power yet undiscovered a new generation will be born our tale begins on the primitive planet of roak where roddick lives in the peaceful and uneventful town of kratus as a member of the village’s local “defence force” tasked with the protection of kratus roddick learns of a mysterious disease that has broken out in the neighboring town those infected turn to stone but continue to live on in a petrified state roddick along with his two friends millie and dorne make their way to the neighboring town informed of a cure for the sickness they head to mt metorx where a healing herb is rumored to grow when they reach the summit the party encounter ronyx and ilia who appear before them in a pillar of light thus the story of star ocean begins,7.2,Dec 5 2019, square enix role-playing action rpg no online multiplayer
SUPER KIRBY CLASH,74,to defeat bosses this wicked it'll take a whole team of kirbys! in this free-to-start multiplayer action game you can choose from four unique roles and join up to three other players to take down tough bosses puff up your power by crafting weapons and spending materials at the shop to receive even more weapons not to mention armor and items are you ready? for kirby the answer is always fight and flight,7.4,Sep 4 2019,e nintendo hal labs action general up to 4 players
ATELIER SHALLIE: ALCHEMISTS OF THE DUSK SEA DX,74,water sources go dry plants wither and die all creatures thirst and starve the blue oceans turn to sand and the life of the sea no longer has a place to call home yet still the sun continues to shine mercilessly drying up what little water remains in the earth slowly but surely everything fades away to nothing in this dusk world,tbd,Jan 14 2020,t koei tecmo games role-playing japanese-style no online multiplayer
JUMP KING,74,jump king is a tough as nails tongue-in-cheek platforming game that challenges players to ascend a colossal tower to rescue the mythical “smoking hot babe” at the top in this tactical leaping adventure players must set themselves in the desired position charge their jump aim then let gravity do its thing as they make each nerve-wracking leap should they be the right and true king of jumping they shall land on a ledge otherwise… well it could be a long drop down,tbd,Jun 9 2020, nexile action platformer 2d no online multiplayer
YONDER: THE CLOUD CATCHER CHRONICLES,74,yonder shipwrecks players on the vast island of gemea a land enshrouded in an evil murk by exploring the land joining forces with the locals and contributing to their community through optional talents like farming crafting cooking fishing and brewing adventurers can help the island flourish,7.4,May 17 2018,e prideful sloth action adventure open-world no online multiplayer
MARBLE IT UP!,74,experience first-hand the simple joy of rolling while exploring a gloriously psychedelic world full of mind-bending levels and dynamic power-ups,7.4,Sep 29 2018,e bad habit productions puzzle action no online multiplayer
PUYO PUYO CHAMPIONS,74,easy to learn tough to master jump straight into fast-paced puzzle action with features fit for both friendly rivalries and competitive tournaments in puyo puyo champions challenge your friends and family in local multiplayer or compete against players from around the world through online matchmaking built for all ages this classic puzzle game comes with a surprisingly competitive edge craft strategic chains and drop devastating attacks with your favorite characters from over 25 years of puyo puyo history,6.5,May 7 2019,e sega puzzle matching up to 4 players
CLUSTERTRUCK,74,"clustertruck is a chaotic physics based truckformer jump your way through insane levels in a game of ""the floor is lava"" on top of speeding trucks driven by terrible drivers the game only gets harder when dangers such as swinging hammers lasers and flamethrowers are added",6.4,Mar 15 2018,e tinybuild action platformer 3d no online multiplayer
SUPERBEAT: XONIC,74,experience superbeat: xonic the new music game sensation that's bound to have you on the edge of your seat enjoy the visuals and effects as you play your way through over 50 unique songs and unlock tons of hidden rewards and items perform and perfect combos and show the world you're the best by climbing the ranking system,7.5,Nov 21 2017,t nurijoy action rhythm music no online multiplayer
PICROSS LORD OF THE NAZARICK,74,a collaboration between picross and overlord experience the series overlord as you solve picross puzzles together with characters from the series after founding the sorcerer kingdom ainz ooal gown and his followers meet within the great tomb of nazarick to look back on their exploits awaken memories from 10 different characters as you solve picross puzzles based on characters monsters and items from the story with 162 picross and mega picross puzzles 330 clip picross puzzles and 27 color picross puzzles there are over 500 puzzles to play! picross is a picture crossword puzzle game where you follow hint number to complete a picture with simple easy-to-follow rules it's a game anyone can play!,tbd,Jul 25 2019,t jupiter corporation puzzle logic no online multiplayer
GOD EATER 3,74,"all of sudden unknown life forms called ""oracle cells"" begin their uncontrolled consumption of all life on earth their ravenous appetite ""devour"" and remarkable adaptability earn them first dread then awe and finally the name ""aragami"" in the face of an enemy completely immune to conventional weapons urban civilization collapses and each day humanity is driven further and further toward extinction one single ray of hope remains for humanity following the development of ""god arcs"" - living weapons which incorporate oracle cells - their wielders the ""god eaters"" appear in a world ravaged by mad gods these ""god eaters"" fight a desperate war create your character and fight for the survival of human-kind in god eater 3  select your weapon from a wide range of god arcs and face brand new aragamis in dynamic high-speed battles explore devastated areas you have never seen in the previous god eater games",7.2,Jul 12 2019,t bandai namco games marvelous first studio role-playing action rpg up to 8 players
DARKWOOD,74,darkwood is a game about survival exploration and fear set in mysterious woods somewhere in the territory of the soviet bloc it is a top-down free-roam surreal horror experience with a randomized world taking cues from classic games where oftentimes you had to figure things out for yourself by blending rpg roguelike and adventure elements together with a challenging difficulty darkwood aims to please players craving for a deep and rewarding experience the fear of unknown is powerful and the unknown will try to remain unseen forcing you to watch your back your senses will be deceived your sight fooled your smell tricked by darkwood's surreal terrors no answer will be given to you for free yet somewhere in the woods lies the truth an explanation to what has happened in this godforsaken place looking for your weakness your inner demons only to devour you welcome to darkwood,7.8,May 16 2019,m acid wizard studio action adventure survival no online multiplayer
